CMDLINE /home/niki/PycharmProjects/progetto-metodi_del_calcolo_scientifico/venv/bin/python main.py -p matrix/spa1.mtx -m conjugated-gradient -t 1e-10 -tm -v
MEM 0.394531 1746891151.6656
MEM 18.929688 1746891151.7659
MEM 32.976562 1746891151.8691
MEM 40.933594 1746891151.9694
MEM 54.261719 1746891152.0698
MEM 64.222656 1746891152.1702
MEM 71.980469 1746891152.2706
MEM 87.546875 1746891152.3709
MEM 95.500000 1746891152.4713
MEM 103.382812 1746891152.5716
MEM 122.207031 1746891152.6734
MEM 130.726562 1746891152.7738
MEM 145.539062 1746891152.8741
MEM 153.097656 1746891152.9744
MEM 172.218750 1746891153.0785
MEM 179.191406 1746891153.1797
MEM 186.527344 1746891153.2808
MEM 186.527344 1746891153.3810
MEM 186.527344 1746891153.4813
MEM 201.066406 1746891153.5854
MEM 201.066406 1746891153.6857
MEM 201.066406 1746891153.7859
MEM 201.066406 1746891153.8862
MEM 201.066406 1746891153.9866
MEM 201.066406 1746891154.0885
MEM 201.066406 1746891154.1894
MEM 201.066406 1746891154.2939
MEM 201.066406 1746891154.3945
MEM 201.066406 1746891154.4947
MEM 201.066406 1746891154.5949
MEM 201.066406 1746891154.6952
MEM 201.066406 1746891154.7974
MEM 201.066406 1746891154.8977
MEM 201.066406 1746891154.9984
MEM 201.066406 1746891155.0993
MEM 201.066406 1746891155.1995
MEM 201.066406 1746891155.3033
MEM 201.066406 1746891155.4073
MEM 201.066406 1746891155.5076
MEM 201.066406 1746891155.6078
MEM 201.066406 1746891155.7081
MEM 201.066406 1746891155.8085
MEM 201.066406 1746891155.9096
MEM 201.066406 1746891156.0107
MEM 201.066406 1746891156.1118
MEM 201.066406 1746891156.2121
MEM 201.066406 1746891156.3153
MEM 201.066406 1746891156.4155
MEM 201.066406 1746891156.5158
MEM 201.066406 1746891156.6160
MEM 201.316406 1746891156.7162
MEM 201.316406 1746891156.8166
MEM 201.316406 1746891156.9169
MEM 201.316406 1746891157.0172
MEM 171.773438 1746891157.1175
MEM 171.898438 1746891157.2178
